model,matrix_cell,horizon_h,radius_km,roc_auc,pr_auc,brier_score,f1_score,precision,recall,temp_rmse,temp_mae,temp_r2,path
tcn,B,12,0.0,0.5,0.0053482110670511895,0.0053482110670511895,0.0,0.0,0.0,3.1481401856847393,2.4359958171844482,0.870620846748352,experiments/tcn/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_12h
tcn,B,12,0.0,0.9704218609426015,0.24559878785116324,0.00624866069956567,0.2089442815249267,0.11818370308936346,0.9004739336492891,3.234517559650738,2.5237579345703125,0.863423764705658,experiments/tcn/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_12h
xgboost,B,12,0.0,0.952934025302397,0.09474073928277989,0.005924515744984634,0.10698096101541252,0.17664670658682635,0.07672301690507152,5.060973325757439,4.129339218139648,0.6659233570098877,experiments/xgboost/feature_engineering/B/full_training/horizon_12h
catboost,B,24,0.0,0.9391634111872397,0.1072219999467218,0.0049040428552518745,0.022443890274314215,0.2727272727272727,0.011703511053315995,5.475308428959794,4.504479831114043,0.608978407879825,experiments/catboost/feature_engineering/B/full_training/horizon_24h
gru,B,24,0.0,0.9719303515954978,0.16022616139658016,0.008014971307242184,0.2147532543943517,0.12480765942896221,0.7688256977356503,3.1391453839795718,2.398599147796631,0.8713463544845581,experiments/gru/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_24h
gru,B,24,0.0,0.9700382906425118,0.13753750338834564,0.01020560612961103,0.17970775394767852,0.10117428514562463,0.8030542390731964,3.3231553776220513,2.507385492324829,0.8558214902877808,experiments/gru/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_24h
gru,B,24,0.0,0.9702828371541998,0.13421016578721467,0.008512337735293168,0.17065004041103798,0.0958309018997601,0.7783043707214323,4.304493423767065,3.213806629180908,0.7580958008766174,experiments/gru/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_24h
gru,B,24,0.0,0.9711443787356312,0.17928831342144846,0.007064904172043575,0.18549747048903878,0.10522959183673469,0.7819905213270142,3.7414575553748937,2.8527557849884033,0.8172401189804077,experiments/gru/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_24h
lightgbm,B,24,0.0,0.984304411946293,0.32070730360002603,0.006463731384567014,0.35664335664335667,0.29260884238947016,0.4565560821484992,2.531531616763875,1.9455343815086332,0.916330723848254,experiments/lightgbm/feature_engineering/B/full_training/horizon_24h
tcn,B,24,0.0,0.9656016316515337,0.1843043331811378,0.008073419243937383,0.1651107092233247,0.09100215517241379,0.8894154818325435,3.8444878094921804,2.9679148197174072,0.8070360422134399,experiments/tcn/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_24h
tcn,B,24,0.0,0.9641359265103798,0.16976804048612976,0.008597246859912776,0.14465487687612358,0.07856494096276112,0.9110057925223802,3.846872689488923,2.984708786010742,0.8067965507507324,experiments/tcn/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_24h
tcn,B,24,0.0,0.5,0.005348693105002253,0.005348693105002253,0.0,0.0,0.0,3.588436544103112,2.820507049560547,0.8318836688995361,experiments/tcn/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_24h
tcn,B,24,0.0,0.9638018077082018,0.1613936109305189,0.008230531067039132,0.1767530206299794,0.09821742699659904,0.8820431806213797,3.803866758080838,2.958195924758911,0.81109219789505,experiments/tcn/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_24h
xgboost,B,24,0.0,0.9370055413843377,0.0924269383019936,0.005071709183103143,0.045023696682464455,0.25333333333333335,0.0247074122236671,5.4453722213031535,4.475320339202881,0.613242506980896,experiments/xgboost/feature_engineering/B/full_training/horizon_24h
catboost,C,3,0.0,0.9828574014807361,0.33976335487870307,0.0042596068795908906,0.34408602150537637,0.48484848484848486,0.26666666666666666,3.872383666916218,2.994880621141864,0.8086085649377257,experiments/catboost/raw/C/full_training/horizon_3h
catboost,C,3,20.0,0.9834942384506091,0.35263640554936676,0.00427544152046251,0.35852090032154343,0.48060344827586204,0.2858974358974359,3.8696182651593287,2.9944132207198404,0.8088818254318711,experiments/catboost/raw/C/radius_20km/full_training/horizon_3h
catboost,C,3,40.0,0.9849923134662297,0.362477871197833,0.0041559472403897395,0.3564516129032258,0.48043478260869565,0.2833333333333333,3.8588706969357096,2.9769212059877104,0.8099419833018947,experiments/catboost/raw/C/radius_40km/full_training/horizon_3h
catboost,C,3,60.0,0.9848240448798715,0.37046698321509536,0.004167149669208339,0.36202735317779566,0.48596112311015116,0.28846153846153844,3.8398355382717395,2.966040729299644,0.8118124069704145,experiments/catboost/raw/C/radius_60km/full_training/horizon_3h
catboost,C,3,80.0,0.9858060584252178,0.37409739530830305,0.0040626669708851045,0.362012987012987,0.49336283185840707,0.2858974358974359,3.840480340550813,2.9681086350963586,0.8117491990668655,experiments/catboost/raw/C/radius_80km/full_training/horizon_3h
catboost,C,3,100.0,0.984892489914539,0.37308921392834893,0.00408884573356078,0.3481781376518219,0.4725274725274725,0.27564102564102566,3.798737116818814,2.941705037568396,0.8158192570693601,experiments/catboost/raw/C/radius_100km/full_training/horizon_3h
catboost,C,3,120.0,0.9840827746720034,0.36704780772888285,0.004206168985710378,0.35555555555555557,0.4666666666666667,0.28717948717948716,3.7728192144593677,2.91453383105014,0.8183239284145531,experiments/catboost/raw/C/radius_120km/full_training/horizon_3h
catboost,C,3,140.0,0.9838154816035283,0.36577725367907393,0.004134633960684301,0.34505314799672937,0.4762979683972912,0.2705128205128205,3.771203003290643,2.9108812412875813,0.8184795489131412,experiments/catboost/raw/C/radius_140km/full_training/horizon_3h
catboost,C,3,160.0,0.9850208479829421,0.3674295928149267,0.004075564116621225,0.3430034129692833,0.5127551020408163,0.25769230769230766,3.763088334040319,2.9043694074184234,0.8192598801146588,experiments/catboost/raw/C/radius_160km/full_training/horizon_3h
catboost,C,3,180.0,0.98645106222982,0.3804035754414881,0.004090978513275514,0.37381703470031546,0.48565573770491804,0.3038461538461538,3.761884151721985,2.9039112489813212,0.8193755347123646,experiments/catboost/raw/C/radius_180km/full_training/horizon_3h
catboost,C,3,200.0,0.9860706191912797,0.3776949852158482,0.004079196049286016,0.3497536945812808,0.4863013698630137,0.27307692307692305,3.756203169820984,2.898205125016525,0.8199206602291257,experiments/catboost/raw/C/radius_200km/full_training/horizon_3h
lightgbm,C,3,0.0,0.9966521148702686,0.7148407451319002,0.0027383823620786025,0.6455729859080032,0.6587086272381986,0.6329509906152242,1.6345665047067963,1.2383744151754121,0.9658678370188798,experiments/lightgbm/raw/C/full_training/horizon_3h
lightgbm,C,3,20.0,0.9968168391942618,0.7194419760909415,0.0027146528188852757,0.6522531909351393,0.6517438833940656,0.6527632950990615,1.6056981780440331,1.2153198313880273,0.9670628172102902,experiments/lightgbm/raw/C/radius_20km/full_training/horizon_3h
lightgbm,C,3,40.0,0.9969461395991402,0.7092134142639736,0.002866223303304041,0.6531118274237541,0.6226950354609929,0.6866527632950991,1.5899262131010115,1.1998723608191457,0.9677066901173865,experiments/lightgbm/raw/C/radius_40km/full_training/horizon_3h
lightgbm,C,3,60.0,0.9972327742572048,0.7241652514959019,0.0026782299484716865,0.6683911019141231,0.6632443531827515,0.6736183524504692,1.5797342463189772,1.1905101597938132,0.9681193852649721,experiments/lightgbm/raw/C/radius_60km/full_training/horizon_3h
lightgbm,C,3,80.0,0.9971121416111645,0.7211388726184829,0.0027021620300809873,0.6676986584107327,0.6608784473953013,0.6746611053180396,1.581561413539011,1.1846746259381669,0.9680455944968471,experiments/lightgbm/raw/C/radius_80km/full_training/horizon_3h
lightgbm,C,3,100.0,0.997157267397108,0.7282140173737681,0.00262098632626594,0.6707479371839233,0.6851549755301795,0.656934306569343,1.540560738356337,1.1581204358864121,0.9696809023413884,experiments/lightgbm/raw/C/radius_100km/full_training/horizon_3h
lightgbm,C,3,120.0,0.9970721782458388,0.7182060637292483,0.002806244620738503,0.6568677141409022,0.6390532544378699,0.67570385818561,1.5299049960765378,1.1530486020060327,0.970098873758875,experiments/lightgbm/raw/C/radius_120km/full_training/horizon_3h
lightgbm,C,3,140.0,0.996974127683925,0.7058374317495041,0.0029013029932989545,0.6534703081934352,0.6290400385914134,0.6798748696558915,1.5295577472750523,1.1517258409177753,0.9701124457805707,experiments/lightgbm/raw/C/radius_140km/full_training/horizon_3h
lightgbm,C,3,160.0,0.9970280105413885,0.7187057043939363,0.0028002035566410785,0.6611528822055138,0.6365830115830116,0.6876955161626694,1.5295130187638206,1.154735512656132,0.9701141937449881,experiments/lightgbm/raw/C/radius_160km/full_training/horizon_3h
lightgbm,C,3,180.0,0.9969782596871589,0.7078377590397323,0.002861222202534061,0.6535393818544367,0.6260744985673352,0.6835245046923879,1.5294234106137423,1.151893850932563,0.9701176954260228,experiments/lightgbm/raw/C/radius_180km/full_training/horizon_3h
lightgbm,C,3,200.0,0.9969341953196955,0.7035310074734443,0.0028780326419174363,0.6539331490324202,0.631246967491509,0.678310740354536,1.5259143394640624,1.1493874275552136,0.9702546605581666,experiments/lightgbm/raw/C/radius_200km/full_training/horizon_3h
random_forest,C,3,0.0,0.9791836318588524,0.3251565738184528,0.004198996749615845,0.24652087475149106,0.5486725663716814,0.15897435897435896,4.1092839272340616,3.175659101458289,0.7844748091058251,experiments/random_forest/raw/C/full_training/horizon_3h
random_forest,C,3,20.0,0.970694986895259,0.24175494506306064,0.004592057013523846,0.0,0.0,0.0,4.096637511123845,3.1689545944879796,0.785799335049469,experiments/random_forest/raw/C/radius_20km/full_training/horizon_3h
random_forest,C,3,40.0,0.9818568074197648,0.3339362865391216,0.004184532993932467,0.19548872180451127,0.6026490066225165,0.11666666666666667,4.101674734141504,3.1745461603451144,0.7852722491789741,experiments/random_forest/raw/C/radius_40km/full_training/horizon_3h
random_forest,C,3,60.0,0.9818589554562533,0.32456951998363354,0.004209425846560018,0.175704989154013,0.5704225352112676,0.10384615384615385,4.0928371130887395,3.1757408412212467,0.7861965731224719,experiments/random_forest/raw/C/radius_60km/full_training/horizon_3h
random_forest,C,3,80.0,0.9828387694122354,0.3284766377988503,0.004165272575784451,0.19661733615221988,0.5602409638554217,0.11923076923076924,4.089015979991816,3.1722351086939407,0.786595606829342,experiments/random_forest/raw/C/radius_80km/full_training/horizon_3h
random_forest,C,3,100.0,0.9824048746337168,0.32947788618378754,0.0041647266186249894,0.19935691318327975,0.6078431372549019,0.11923076923076924,4.12863785081628,3.207799442208727,0.7824398649929273,experiments/random_forest/raw/C/radius_100km/full_training/horizon_3h
random_forest,C,3,120.0,0.9829340477187166,0.33065240408781804,0.00415023866236329,0.20442571127502634,0.5739644970414202,0.12435897435897436,4.0986593123166,3.1869397190304927,0.7855878552566569,experiments/random_forest/raw/C/radius_120km/full_training/horizon_3h
random_forest,C,3,140.0,0.9828987339988466,0.3315493961122746,0.004143420292326995,0.20566631689401887,0.5664739884393064,0.12564102564102564,4.085816891782617,3.175204694414477,0.7869293949203977,experiments/random_forest/raw/C/radius_140km/full_training/horizon_3h
random_forest,C,3,160.0,0.9834962747892003,0.330009953837262,0.00413291944938573,0.20675105485232068,0.5833333333333334,0.12564102564102564,4.081956188226738,3.1673364004725384,0.7873318670939726,experiments/random_forest/raw/C/radius_160km/full_training/horizon_3h
random_forest,C,3,180.0,0.9838058326236221,0.33892328426717505,0.00410915081318911,0.2138364779874214,0.5862068965517241,0.13076923076923078,4.09919416970309,3.1827430283291616,0.7855318918826617,experiments/random_forest/raw/C/radius_180km/full_training/horizon_3h
random_forest,C,3,200.0,0.9834320570903419,0.33571520966883006,0.004114083466827306,0.20464135021097046,0.5773809523809523,0.12435897435897436,4.096735665221532,3.1807945804720044,0.7857890705704629,experiments/random_forest/raw/C/radius_200km/full_training/horizon_3h
xgboost,C,3,0.0,0.9828872591879254,0.3173206202763788,0.004491248024522085,0.36239575435936316,0.44341372912801486,0.30641025641025643,3.820068356417734,2.941265543875538,0.8137449709189084,experiments/xgboost/raw/C/full_training/horizon_3h
xgboost,C,3,20.0,0.9838027136746409,0.3396851407655693,0.004403007896462528,0.3512269938650307,0.43702290076335876,0.2935897435897436,3.8151928506206287,2.9391891956329346,0.8142200708389282,experiments/xgboost/raw/C/radius_20km/full_training/horizon_3h
xgboost,C,3,40.0,0.984197668847697,0.3276990510050727,0.004454229702937429,0.3750905141202028,0.43094841930116473,0.33205128205128204,3.8052894069174226,2.92527174949646,0.8151833415031433,experiments/xgboost/raw/C/radius_40km/full_training/horizon_3h
xgboost,C,3,60.0,0.9852044707341198,0.34669965025288335,0.004417759301987645,0.36674090571640683,0.43562610229276894,0.31666666666666665,3.784095513176727,2.9099690914154053,0.8172363042831421,experiments/xgboost/raw/C/radius_60km/full_training/horizon_3h
xgboost,C,3,80.0,0.9855136161455358,0.3606080062800888,0.004244446243247284,0.37632776934749623,0.46096654275092935,0.31794871794871793,3.788415723834204,2.914393663406372,0.8168187737464905,experiments/xgboost/raw/C/radius_80km/full_training/horizon_3h
xgboost,C,3,100.0,0.9832622075491282,0.34197588490062003,0.0043723756500111495,0.3663440059568131,0.4369449378330373,0.3153846153846154,3.763892317266338,2.9040045738220215,0.8191826343536377,experiments/xgboost/raw/C/radius_100km/full_training/horizon_3h
xgboost,C,3,120.0,0.9848095671139395,0.34970546295977584,0.004335921421875918,0.382782475019216,0.4779270633397313,0.3192307692307692,3.730225240538942,2.865018606185913,0.8224028944969177,experiments/xgboost/raw/C/radius_120km/full_training/horizon_3h
xgboost,C,3,140.0,0.9840383962381523,0.3285286990260352,0.0044931399450351085,0.34873323397913564,0.41637010676156583,0.3,3.7238686859793377,2.8593850135803223,0.8230077028274536,experiments/xgboost/raw/C/radius_140km/full_training/horizon_3h
xgboost,C,3,160.0,0.9852575272353843,0.35163609602606133,0.0043605903596981264,0.3760177646188009,0.4448336252189142,0.32564102564102565,3.718910406163319,2.8535146713256836,0.8234786987304688,experiments/xgboost/raw/C/radius_160km/full_training/horizon_3h
xgboost,C,3,180.0,0.9851599591220064,0.3467139765984343,0.004407489358026588,0.3564954682779456,0.4338235294117647,0.30256410256410254,3.7116044579511316,2.8488423824310303,0.8241715431213379,experiments/xgboost/raw/C/radius_180km/full_training/horizon_3h
xgboost,C,3,200.0,0.9848796016956084,0.3558378580307451,0.004317635202085867,0.3796711509715994,0.4551971326164875,0.32564102564102565,3.7052459437481486,2.8442020416259766,0.8247734904289246,experiments/xgboost/raw/C/radius_200km/full_training/horizon_3h
catboost,C,6,0.0,0.9663277398901109,0.21674199153526283,0.004748691457907371,0.15570175438596492,0.5378787878787878,0.09102564102564102,4.643096069899933,3.6889813582757545,0.724838238830495,experiments/catboost/raw/C/full_training/horizon_6h
catboost,C,6,20.0,0.9675392200937762,0.2218699679203212,0.0047290996969146055,0.11672278338945005,0.46846846846846846,0.06666666666666667,4.650446127782808,3.693486261120466,0.7239663824373181,experiments/catboost/raw/C/radius_20km/full_training/horizon_6h
catboost,C,6,40.0,0.9689334048925614,0.23778522772168742,0.004668509956815037,0.14270270270270272,0.45517241379310347,0.08461538461538462,4.629643913688084,3.6686425222315613,0.726430347204582,experiments/catboost/raw/C/radius_40km/full_training/horizon_6h
catboost,C,6,60.0,0.9675361783110236,0.22371385117808287,0.004709740480204171,0.15845824411134904,0.4805194805194805,0.09487179487179487,4.610826841298087,3.658014133788772,0.7286496619270144,experiments/catboost/raw/C/radius_60km/full_training/horizon_6h
catboost,C,6,80.0,0.9696263384703373,0.23288426289225608,0.004659730303293699,0.17956656346749225,0.4603174603174603,0.11153846153846154,4.619572237476034,3.6693854948367797,0.7276193405555589,experiments/catboost/raw/C/radius_80km/full_training/horizon_6h
catboost,C,6,100.0,0.9675635113927653,0.22861870890069738,0.004677858129880539,0.18537590113285274,0.4712041884816754,0.11538461538461539,4.55744391948406,3.6317252792900176,0.7348965325657002,experiments/catboost/raw/C/radius_100km/full_training/horizon_6h
catboost,C,6,120.0,0.9685044533761726,0.23739132342122024,0.004673339067892257,0.18126272912423624,0.4405940594059406,0.1141025641025641,4.53427129942644,3.6104945219348945,0.7375855505471418,experiments/catboost/raw/C/radius_120km/full_training/horizon_6h
catboost,C,6,140.0,0.9666775449066808,0.23383482777482548,0.004695840267732344,0.18775510204081633,0.46,0.11794871794871795,4.5325582591545315,3.605380795037284,0.7377837925908892,experiments/catboost/raw/C/radius_140km/full_training/horizon_6h
catboost,C,6,160.0,0.9704927224058749,0.2428300788544339,0.00463967869905432,0.1834862385321101,0.44776119402985076,0.11538461538461539,4.530854427084883,3.604259860539349,0.7379808947062139,experiments/catboost/raw/C/radius_160km/full_training/horizon_6h
catboost,C,6,180.0,0.9687427435436872,0.23500237908648575,0.004646764074981529,0.18614270941054809,0.48128342245989303,0.11538461538461539,4.52842306911017,3.601421915844124,0.738262029896275,experiments/catboost/raw/C/radius_180km/full_training/horizon_6h
catboost,C,6,200.0,0.9669664627125553,0.24829105692502784,0.004591626752776573,0.19008264462809918,0.48936170212765956,0.11794871794871795,4.52089920777287,3.5961002431252997,0.739131049512559,experiments/catboost/raw/C/radius_200km/full_training/horizon_6h
lightgbm,C,6,0.0,0.9923456404961197,0.539705980787576,0.004067916022328121,0.5234186383389667,0.48741007194244607,0.5651720542231491,2.248748447120429,1.7309767643908123,0.9354001516350358,experiments/lightgbm/raw/C/full_training/horizon_6h
lightgbm,C,6,20.0,0.9931426236550276,0.5460404634561807,0.004010183682193646,0.5358599184456704,0.4962239004886717,0.5823774765380605,2.2362450748640272,1.7201836134751207,0.9361165237745972,experiments/lightgbm/raw/C/radius_20km/full_training/horizon_6h
lightgbm,C,6,40.0,0.9936109545356266,0.540030624998706,0.004200309121242939,0.524263239530246,0.4558766859344894,0.6167883211678832,2.201492969445018,1.685363062599511,0.9380866430937302,experiments/lightgbm/raw/C/radius_40km/full_training/horizon_6h
lightgbm,C,6,60.0,0.9940534919200309,0.5715411126524633,0.0038646545315355,0.5368068833652008,0.49558693733451015,0.5855057351407716,2.17200125587466,1.6675486569690163,0.9397343437354488,experiments/lightgbm/raw/C/radius_60km/full_training/horizon_6h
lightgbm,C,6,80.0,0.9940710581294644,0.5933717360486988,0.003649727476672783,0.5714973519499278,0.5308586762075134,0.618873826903024,2.171851250471166,1.6636627642728419,0.9397426677287142,experiments/lightgbm/raw/C/radius_80km/full_training/horizon_6h
lightgbm,C,6,100.0,0.9936422648756444,0.5837554876445459,0.003626886064465547,0.564153769345981,0.5411877394636015,0.5891553701772679,2.0987157656615603,1.6033659899870516,0.9437325807857733,experiments/lightgbm/raw/C/radius_100km/full_training/horizon_6h
lightgbm,C,6,120.0,0.9937109368114557,0.5784130310353386,0.0038585336813571273,0.5614625932162617,0.5212148280482358,0.6084462982273201,2.0628242892654214,1.5768538924963147,0.9456406544996138,experiments/lightgbm/raw/C/radius_120km/full_training/horizon_6h
lightgbm,C,6,140.0,0.9937458300735926,0.5762839739604694,0.0039003784371703576,0.5570861545645576,0.5044397463002114,0.6220020855057351,2.0532346280255953,1.56974164799731,0.9461448913652145,experiments/lightgbm/raw/C/radius_140km/full_training/horizon_6h
lightgbm,C,6,160.0,0.9942933631674956,0.5871432151044276,0.0038502193273237213,0.5656565656565656,0.505332239540607,0.6423357664233577,2.0474433093599633,1.5696973079292285,0.9464482685173967,experiments/lightgbm/raw/C/radius_160km/full_training/horizon_6h
lightgbm,C,6,180.0,0.993738240538111,0.5703979105382999,0.0038882908904177586,0.5458845789971618,0.49956709956709955,0.6016684045881127,2.039552560175252,1.5590954012813427,0.9468602447711063,experiments/lightgbm/raw/C/radius_180km/full_training/horizon_6h
lightgbm,C,6,200.0,0.9938246381211753,0.5735862923229799,0.003828558493965987,0.5646612979630506,0.5173611111111112,0.62148070907195,2.029905358615577,1.5506549547559758,0.9473617640823556,experiments/lightgbm/raw/C/radius_200km/full_training/horizon_6h
random_forest,C,6,0.0,0.9594403360327867,0.19101089743604985,0.00476100565111561,0.010178117048346057,0.6666666666666666,0.005128205128205128,4.8095438823880885,3.837217631402485,0.7047563781850961,experiments/random_forest/raw/C/full_training/horizon_6h
random_forest,C,6,20.0,0.9498811685463853,0.13329999445885649,0.004884140257832368,0.0,0.0,0.0,4.811905982975803,3.8390626980327682,0.7044663018950215,experiments/random_forest/raw/C/radius_20km/full_training/horizon_6h
random_forest,C,6,40.0,0.9647266709011032,0.21436053942769664,0.004687450725599923,0.02531645569620253,1.0,0.01282051282051282,4.8143945755956405,3.83432896349887,0.7041605381648979,experiments/random_forest/raw/C/radius_40km/full_training/horizon_6h
random_forest,C,6,60.0,0.9641941784746267,0.20506922413734632,0.004699855471696113,0.01272264631043257,0.8333333333333334,0.00641025641025641,4.805063174896303,3.820484518134417,0.7053062362098603,experiments/random_forest/raw/C/radius_60km/full_training/horizon_6h
random_forest,C,6,80.0,0.9645891032686964,0.20875732675693837,0.004666851397208793,0.01272264631043257,0.8333333333333334,0.00641025641025641,4.817228130380875,3.8331206884890054,0.7038121977879853,experiments/random_forest/raw/C/radius_80km/full_training/horizon_6h
random_forest,C,6,100.0,0.9647800653588032,0.20628095960114726,0.004675675056275968,0.027672955974842768,0.7333333333333333,0.014102564102564103,4.80852615237854,3.8274849335325087,0.7048813154247362,experiments/random_forest/raw/C/radius_100km/full_training/horizon_6h
random_forest,C,6,120.0,0.9661604762091345,0.21179253220424532,0.0046703144959114665,0.039950062421972535,0.7619047619047619,0.020512820512820513,4.761038425850631,3.7973530762435788,0.7106815598778204,experiments/random_forest/raw/C/radius_120km/full_training/horizon_6h
random_forest,C,6,140.0,0.9663379479068067,0.21510819046848473,0.004649574300505305,0.03759398496240601,0.8333333333333334,0.019230769230769232,4.758392491569668,3.792099918418548,0.7110030464079491,experiments/random_forest/raw/C/radius_140km/full_training/horizon_6h
random_forest,C,6,160.0,0.967500699438181,0.21675754511979858,0.004623313515809792,0.03970223325062035,0.6153846153846154,0.020512820512820513,4.743380195273247,3.7858761082650805,0.7128236881917036,experiments/random_forest/raw/C/radius_160km/full_training/horizon_6h
random_forest,C,6,180.0,0.9671245924526668,0.21447397458463638,0.004626475415207548,0.04228855721393035,0.7083333333333334,0.021794871794871794,4.755447128440145,3.794519429901176,0.711360703971414,experiments/random_forest/raw/C/radius_180km/full_training/horizon_6h
random_forest,C,6,200.0,0.9680004196629086,0.22019169279022255,0.004603256485450673,0.04460966542750929,0.6666666666666666,0.023076923076923078,4.754057800120791,3.7933439999577168,0.7115293342423271,experiments/random_forest/raw/C/radius_200km/full_training/horizon_6h
xgboost,C,6,0.0,0.9681344041783441,0.20848552883776217,0.004909410155497522,0.16138917262512767,0.3969849246231156,0.10128205128205128,4.622627991045036,3.660200417859455,0.7272588731424354,experiments/xgboost/raw/C/full_training/horizon_6h
xgboost,C,6,20.0,0.9680514511537809,0.20913680549807145,0.0049269931650519575,0.1852589641434263,0.41517857142857145,0.11923076923076924,4.617112728746307,3.653878927230835,0.7279093265533447,experiments/xgboost/raw/C/radius_20km/full_training/horizon_6h
xgboost,C,6,40.0,0.9698767356206166,0.20371686658251445,0.005032984586780296,0.22552447552447552,0.3543956043956044,0.16538461538461538,4.592704186798506,3.629279613494873,0.7307785749435425,experiments/xgboost/raw/C/radius_40km/full_training/horizon_6h
xgboost,C,6,60.0,0.9703924982419527,0.23091682994166005,0.004923102056704368,0.22782608695652173,0.35405405405405405,0.16794871794871793,4.570297267268953,3.617465019226074,0.7333990931510925,experiments/xgboost/raw/C/radius_60km/full_training/horizon_6h
xgboost,C,6,80.0,0.9703495695791479,0.2125537553844044,0.0049169716194538745,0.20452488687782805,0.3476923076923077,0.14487179487179488,4.576999981757463,3.623694896697998,0.7326165437698364,experiments/xgboost/raw/C/radius_80km/full_training/horizon_6h
xgboost,C,6,100.0,0.9688772693933413,0.18832862097447373,0.00506501883063492,0.21471861471861473,0.33066666666666666,0.15897435897435896,4.555110643468846,3.6422648429870605,0.735167920589447,experiments/xgboost/raw/C/radius_100km/full_training/horizon_6h
xgboost,C,6,120.0,0.9708784316293163,0.21759401959568797,0.004926830982692622,0.22473867595818817,0.35054347826086957,0.16538461538461538,4.493745059460297,3.5633108615875244,0.7422553896903992,experiments/xgboost/raw/C/radius_120km/full_training/horizon_6h
xgboost,C,6,140.0,0.9718541006324846,0.22596303194932818,0.004854658536388744,0.21524663677130046,0.3582089552238806,0.15384615384615385,4.494380409047555,3.5628867149353027,0.7421824932098389,experiments/xgboost/raw/C/radius_140km/full_training/horizon_6h
xgboost,C,6,160.0,0.9732194271618483,0.23818649673043782,0.004824042477080441,0.23880597014925373,0.3788300835654596,0.17435897435897435,4.487407655748703,3.5562233924865723,0.7429818511009216,experiments/xgboost/raw/C/radius_160km/full_training/horizon_6h
xgboost,C,6,180.0,0.972437779216753,0.23971205322101014,0.004792920884780409,0.25,0.4186746987951807,0.1782051282051282,4.477514887986812,3.5459208488464355,0.7441138029098511,experiments/xgboost/raw/C/radius_180km/full_training/horizon_6h
xgboost,C,6,200.0,0.9729661343031293,0.23045790769823796,0.00485480644492983,0.23972003499562555,0.3774104683195592,0.17564102564102563,4.474428423815564,3.545170545578003,0.7444665431976318,experiments/xgboost/raw/C/radius_200km/full_training/horizon_6h
catboost,C,12,0.0,0.950098017782416,0.13231506514531605,0.00505290590863666,0.06212664277180406,0.45614035087719296,0.03333333333333333,5.15062761056564,4.199285188249059,0.6613520036499243,experiments/catboost/raw/C/full_training/horizon_12h
catboost,C,12,20.0,0.950611799051687,0.13225463025397524,0.005021730603131912,0.05476190476190476,0.38333333333333336,0.029487179487179487,5.154652761111205,4.202163750055643,0.6608224981020598,experiments/catboost/raw/C/radius_20km/full_training/horizon_12h
catboost,C,12,40.0,0.956053917170763,0.1645202163594426,0.004836725623597836,0.05282112845138055,0.41509433962264153,0.028205128205128206,5.138847488096736,4.181046366871908,0.662899291474671,experiments/catboost/raw/C/radius_40km/full_training/horizon_12h
catboost,C,12,60.0,0.9560821984720019,0.15573916951005934,0.004851839464852961,0.06110458284371328,0.36619718309859156,0.03333333333333333,5.137832453843584,4.178683998846302,0.6630324477801723,experiments/catboost/raw/C/radius_60km/full_training/horizon_12h
catboost,C,12,80.0,0.9566342810963693,0.15376178342656677,0.004831473432842271,0.04091456077015644,0.3333333333333333,0.021794871794871794,5.159587803813027,4.194189172433636,0.660172733004765,experiments/catboost/raw/C/radius_80km/full_training/horizon_12h
catboost,C,12,100.0,0.9592079740379201,0.16799534141795694,0.004793935830657707,0.05813953488372093,0.3125,0.03205128205128205,5.124214616843097,4.176799127168129,0.6648163471073588,experiments/catboost/raw/C/radius_100km/full_training/horizon_12h
catboost,C,12,120.0,0.9553291991587968,0.17467983536890735,0.0047710016489930125,0.034739454094292806,0.5384615384615384,0.017948717948717947,5.1021600646647105,4.155056904783148,0.6676953901132273,experiments/catboost/raw/C/radius_120km/full_training/horizon_12h
catboost,C,12,140.0,0.9581893573622131,0.1695318572650654,0.004768224833091828,0.05238095238095238,0.36666666666666664,0.028205128205128206,5.102096165216539,4.1518104031033305,0.6677037136263904,experiments/catboost/raw/C/radius_140km/full_training/horizon_12h
catboost,C,12,160.0,0.9591216520473566,0.16912827795555038,0.004776781897974475,0.0759493670886076,0.3707865168539326,0.04230769230769231,5.104193712130135,4.159575464926774,0.6674304336637077,experiments/catboost/raw/C/radius_160km/full_training/horizon_12h
catboost,C,12,180.0,0.9583119096675817,0.17667384686144538,0.00476726959830515,0.0957683741648107,0.3644067796610169,0.05512820512820513,5.094319606851343,4.150147449251651,0.668715906277126,experiments/catboost/raw/C/radius_180km/full_training/horizon_12h
catboost,C,12,200.0,0.9602040069215714,0.1778627817034232,0.004737198730081342,0.07192575406032482,0.3780487804878049,0.03974358974358974,5.092413295737131,4.148875281904757,0.6689637950780462,experiments/catboost/raw/C/radius_200km/full_training/horizon_12h
