model,matrix_cell,horizon_h,radius_km,roc_auc,pr_auc,brier_score,f1_score,precision,recall,temp_rmse,temp_mae,temp_r2,path
tcn,A,6,0.0,0.991142923516231,0.5928286838415653,0.0033544888552006166,0.314268088481537,0.1890974652667303,0.929614181438999,2.3635697788892185,1.6237383819772764,0.9286347810757388,experiments/tcn/raw/A/A/full_training/horizon_12h/full_training/horizon_6h
tcn,A,6,0.0,0.9924269176154964,0.5998484904142621,0.0033128821633526926,0.3049982998979939,0.182205971968312,0.935349322210636,2.202420160767327,1.5607659153396205,0.938034480723441,experiments/tcn/raw/A/A/full_training/horizon_24h/full_training/horizon_6h
tcn,A,6,0.0,0.9898743720032147,0.5621652647245281,0.003444150393782365,0.2713301536830949,0.1587104773713577,0.9343065693430657,2.250582733063236,1.6126994621472475,0.9352947215043721,experiments/tcn/raw/A/A/full_training/horizon_3h/full_training/horizon_6h
tcn,A,6,0.0,0.9912473530738415,0.61927827600708,0.0032086738155940393,0.29189100995268397,0.1730174081237911,0.9327424400417101,2.2775419325608666,1.58850943618547,0.9337352583673227,experiments/tcn/raw/A/A/full_training/horizon_6h/full_training/horizon_6h
xgboost,A,6,0.0,0.9681344041783441,0.20848552883776217,0.004909410155497522,0.16138917262512767,0.3969849246231156,0.10128205128205128,4.622627991045036,3.660200417859455,0.7272588731424354,experiments/xgboost/raw/A/full_training/horizon_6h
catboost,A,12,0.0,0.950098017782416,0.13231506514531605,0.00505290590863666,0.06212664277180406,0.45614035087719296,0.03333333333333333,5.15062761056564,4.199285188249059,0.6613520036499243,experiments/catboost/raw/A/full_training/horizon_12h
gru,A,12,0.0,0.986912378801172,0.43098940884064124,0.003925761030119767,0.2619120811558561,0.1535965386695511,0.8884254431699687,3.0286758509581593,2.14755441436243,0.882817831838757,experiments/gru/raw/A/A/full_training/horizon_12h/full_training/horizon_12h
gru,A,12,0.0,0.9881295010634482,0.4438589216009212,0.0038446910349781817,0.2735833998403831,0.16151526573690161,0.8936392075078207,2.8053885659670996,2.0275370536797532,0.8994592813962347,experiments/gru/raw/A/A/full_training/horizon_24h/full_training/horizon_12h
gru,A,12,0.0,0.9863636184193584,0.4358472458380066,0.003916978970469765,0.26488531932967796,0.15547094551717885,0.8941605839416058,3.11428399321183,2.169037590098466,0.8760996974230609,experiments/gru/raw/A/A/full_training/horizon_3h/full_training/horizon_12h
gru,A,12,0.0,0.9882985194529714,0.45771578289155357,0.0038881241670955338,0.29175329175329173,0.1749428630791606,0.8779979144942649,2.854277405885168,2.054601999476809,0.8959245495546817,experiments/gru/raw/A/A/full_training/horizon_6h/full_training/horizon_12h
lightgbm,A,12,0.0,0.9855963253185094,0.3883985095325439,0.004879438637205146,0.39828585833123265,0.38555392874572963,0.4118873826903024,2.7891577247132777,2.1624746447681544,0.9006192916859793,experiments/lightgbm/raw/A/full_training/horizon_12h
lstm,A,12,0.0,0.928363197773807,0.24602002994394606,0.004908396909054726,0.32693517935808686,0.2341144659756647,0.5417101147028154,4.754475960573086,3.8274541799361694,0.7112238968640164,experiments/lstm/raw/A/A/full_training/horizon_12h/full_training/horizon_12h
lstm,A,12,0.0,0.9363663527542179,0.1909606277730614,0.0049259940650365755,0.27772252610641474,0.18233757753836108,0.5823774765380605,4.77902472007921,3.784598151374236,0.708234126084324,experiments/lstm/raw/A/A/full_training/horizon_24h/full_training/horizon_12h
lstm,A,12,0.0,0.924878840811858,0.20895485396180769,0.0049670814544967795,0.2852852852852853,0.19323224852071005,0.5448383733055265,4.838769752853124,3.8903941363338554,0.7008934977503738,experiments/lstm/raw/A/A/full_training/horizon_3h/full_training/horizon_12h
lstm,A,12,0.0,0.9490670805552914,0.20604888999096094,0.004940590714091529,0.2728821811100292,0.17799301365512862,0.5844629822732013,4.957454535848941,4.016852860576962,0.6860406510101387,experiments/lstm/raw/A/A/full_training/horizon_6h/full_training/horizon_12h
random_forest,A,12,0.0,0.9474908788291903,0.13039009355168354,0.004908761523075055,0.0,0.0,0.0,5.206309014783217,4.241031727401947,0.6539904462101034,experiments/random_forest/raw/A/full_training/horizon_12h
tcn,A,12,0.0,0.8542464456584746,0.018318235990225015,0.005305473483482516,0.02540027280793527,0.01286350466788282,1.0,3.0323772485316223,2.1158253991600855,0.8825312360764485,experiments/tcn/raw/A/A/full_training/horizon_12h/full_training/horizon_12h
tcn,A,12,0.0,0.9833190374612172,0.44044581958567547,0.003930432386213038,0.22872169841575268,0.13040298398303227,0.929614181438999,2.6845233579930334,1.9776419290089868,0.9079358995608784,experiments/tcn/raw/A/A/full_training/horizon_24h/full_training/horizon_12h
tcn,A,12,0.0,0.9851405339458998,0.38462622692283976,0.004253829505875098,0.07891995499812492,0.041102430555555555,0.9874869655891554,2.9143977844277003,2.0554124978659467,0.8914940394378248,experiments/tcn/raw/A/A/full_training/horizon_3h/full_training/horizon_12h
tcn,A,12,0.0,0.9835274195839958,0.4513878252805737,0.0038915141697231643,0.2343190558281395,0.13422971741112125,0.9212721584984359,3.0717407491726196,2.1018495006500353,0.8794617011884598,experiments/tcn/raw/A/A/full_training/horizon_6h/full_training/horizon_12h
xgboost,A,12,0.0,0.9513241810539516,0.12411094410739773,0.005203908130923064,0.08158765159867695,0.29133858267716534,0.047435897435897434,5.142620114835063,4.188652052116849,0.662404152895073,experiments/xgboost/raw/A/full_training/horizon_12h
catboost,A,24,0.0,0.9283809379407276,0.08999168175232522,0.005048805083852027,0.0025031289111389237,0.05263157894736842,0.001282051282051282,5.5733134829702715,4.569413931074238,0.6034835276525845,experiments/catboost/raw/A/full_training/horizon_24h
gru,A,24,0.0,0.9792483070968233,0.3291056820222488,0.00494681547451271,0.18673084285948696,0.10430797433547205,0.8899895724713243,2.737380037608068,2.1045452751640923,0.9042639235508441,experiments/gru/raw/A/A/full_training/horizon_12h/full_training/horizon_24h
gru,A,24,0.0,0.9777402292834967,0.3054290758343742,0.0048943610726607835,0.20184927781470963,0.11415681181215394,0.8706986444212722,2.7063166998311927,2.076016327664475,0.9064243897466571,experiments/gru/raw/A/A/full_training/horizon_24h/full_training/horizon_24h
gru,A,24,0.0,0.9776179814354778,0.28554562390028565,0.005269479218375977,0.1896299628838151,0.10627836611195159,0.8790406673618353,2.7691968191029646,2.1276412860586835,0.9020254942414302,experiments/gru/raw/A/A/full_training/horizon_3h/full_training/horizon_24h
gru,A,24,0.0,0.9790433093693868,0.296205422169846,0.005086502506359618,0.21536252692031588,0.12308839985080194,0.8602711157455682,2.7608427639511204,2.1164207701047038,0.9026157374668895,experiments/gru/raw/A/A/full_training/horizon_6h/full_training/horizon_24h
lightgbm,A,24,0.0,0.9820771406378211,0.30586634452073147,0.005205679481785059,0.3786680275580505,0.3708145927036482,0.38686131386861317,2.5893099550647234,1.9901986322540508,0.9143408983791973,experiments/lightgbm/raw/A/full_training/horizon_24h
lstm,A,24,0.0,0.8866915840038009,0.1327892565575422,0.0057262569612010535,0.23135313531353136,0.16924191211974893,0.3654848800834202,3.6680308104776413,2.8269861252940394,0.8281017786161523,experiments/lstm/raw/A/A/full_training/horizon_24h/full_training/horizon_24h
random_forest,A,24,0.0,0.9246954745711081,0.07899328998053348,0.005053334351715401,0.0,0.0,0.0,5.665074569804952,4.636802388693183,0.590319255161831,experiments/random_forest/raw/A/full_training/horizon_24h
tcn,A,24,0.0,0.9804748097144778,0.3278889522338863,0.004733089728441142,0.1871844660194175,0.10473707083876575,0.8795620437956204,2.7108640968289035,2.0802015726129524,0.9061096572157314,experiments/tcn/raw/A/A/full_training/horizon_12h/full_training/horizon_24h
tcn,A,24,0.0,0.9800704293008021,0.3190083801426623,0.00473585067474577,0.17226996331473943,0.09532284077637507,0.8936392075078207,3.4223903190186036,2.372638172015076,0.8503542074752768,experiments/tcn/raw/A/A/full_training/horizon_24h/full_training/horizon_24h
tcn,A,24,0.0,0.9778180396098443,0.3034792089197955,0.004995315916199322,0.1563585509992331,0.08558447330732381,0.9035453597497393,2.82200924734628,2.1597617433519725,0.8982528394482344,experiments/tcn/raw/A/A/full_training/horizon_3h/full_training/horizon_24h
tcn,A,24,0.0,0.9738611903583775,0.3070818541403443,0.00493828151198197,0.17156489518298562,0.09503458359107013,0.881126173096976,2.9814821013614563,2.227188281515089,0.8864283733296718,experiments/tcn/raw/A/A/full_training/horizon_6h/full_training/horizon_24h
xgboost,A,24,0.0,0.9324663310689686,0.09410355090419295,0.005078655076930844,0.014833127317676144,0.20689655172413793,0.007692307692307693,5.556989698502135,4.5503077889331385,0.6058028554704247,experiments/xgboost/raw/A/full_training/horizon_24h
catboost,B,3,0.0,0.9853941640497954,0.36228599776111436,0.004031440127427214,0.3205574912891986,0.48548812664907653,0.23927178153446033,3.7522413982774716,2.8985272035302545,0.8163855214226554,experiments/catboost/feature_engineering/B/full_training/horizon_3h
gru,B,3,0.0,0.9945925683808402,0.6045624325725962,0.003441549771878123,0.47619047619047616,0.32471264367816094,0.8925750394944708,1.873472545254634,1.3783466815948486,0.9541802406311035,experiments/gru/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_3h
gru,B,3,0.0,0.9953119307176472,0.6427908140083509,0.003517493069767894,0.45160434897905066,0.30178982810561755,0.8967877830437072,1.8081666512147223,1.3393737077713013,0.9573189616203308,experiments/gru/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_3h
gru,B,3,0.0,0.9953894905256917,0.6565122823949971,0.003216255714461409,0.48318840579710143,0.3333333333333333,0.8778304370721433,1.7919489468131113,1.3260225057601929,0.9580811262130737,experiments/gru/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_3h
gru,B,3,0.0,0.9955114995092081,0.6549737085932692,0.003060860199190201,0.4881297046902142,0.33659413056498305,0.8878357030015798,1.7585232124434391,1.3122797012329102,0.9596304297447205,experiments/gru/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_3h
lightgbm,B,3,0.0,0.9969235036876423,0.7041580810000353,0.0028979132833966627,0.6273901808785529,0.6159309994926433,0.6392838335966298,1.5046358923478447,1.1384669696730263,0.9704456838404008,experiments/lightgbm/feature_engineering/B/full_training/horizon_3h
lstm,B,3,0.0,0.9495855999628507,0.5009494282494779,0.003814868901112241,0.5026415094339622,0.48121387283236994,0.5260663507109005,2.073564156729363,1.5872327089309692,0.9438702464103699,experiments/lstm/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_3h
lstm,B,3,0.0,0.941751828255805,0.4440375997111197,0.004053656699042798,0.4789762340036563,0.4751295336787565,0.482885729331227,2.1726281486265866,1.6740113496780396,0.9383789896965027,experiments/lstm/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_3h
lstm,B,3,0.0,0.9272208638111094,0.4327636041245321,0.003957145583686216,0.494560891483152,0.4983957219251337,0.4907846234860453,2.106449160795627,1.622755527496338,0.942075788974762,experiments/lstm/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_3h
lstm,B,3,0.0,0.9473533800531097,0.4236072520724081,0.004029818343790119,0.4869012966393226,0.48936170212765956,0.48446550816219064,2.1510026634196273,1.6467839479446411,0.9395995736122131,experiments/lstm/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_3h
random_forest,B,3,0.0,0.9811516503341666,0.31021263122597004,0.004206613030010343,0.17738359201773837,0.6015037593984962,0.10403120936280884,3.8642074667886614,2.995068589935211,0.8052639964336472,experiments/random_forest/feature_engineering/B/full_training/horizon_3h
tcn,B,3,0.0,0.9843866683884553,0.6684982293936862,0.0032492970342182115,0.3637283675741322,0.2251315459784515,0.9462875197472354,1.7072880811422828,1.2974154949188232,0.9619485139846802,experiments/tcn/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_3h
tcn,B,3,0.0,0.9844961908109217,0.6585534588852486,0.002858071835840511,0.39641255605381165,0.25181598062953997,0.9310163243812533,1.7567243132400945,1.3073989152908325,0.9597129821777344,experiments/tcn/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_3h
tcn,B,3,0.0,0.9833910817027031,0.6840536079336308,0.0028140304339473758,0.41825095057034223,0.2700629123829983,0.9268035808320169,1.8251119709938455,1.3536323308944702,0.9565152525901794,experiments/tcn/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_3h
tcn,B,3,0.0,0.9815694475025336,0.6415611808081882,0.0031310829738439025,0.39542120471215825,0.2505986758698408,0.9368088467614534,1.6325691443342008,1.2175589799880981,0.9652062654495239,experiments/tcn/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_3h
xgboost,B,3,0.0,0.9850252570125125,0.31633132027874034,0.004399170698163925,0.3362410785091198,0.43089430894308944,0.2756827048114434,3.7137300604943326,2.8686838150024414,0.820135235786438,experiments/xgboost/feature_engineering/B/full_training/horizon_3h
catboost,B,6,0.0,0.9699548486668441,0.2507762038056605,0.004456801396501378,0.1728922091782284,0.48214285714285715,0.10533159947984395,4.507094423303818,3.5948716748393754,0.7350728162687552,experiments/catboost/feature_engineering/B/full_training/horizon_6h
gru,B,6,0.0,0.9923434684028004,0.47101540378493784,0.004153676307573564,0.3479333744602097,0.2161747796090456,0.8909952606635071,2.369567983501693,1.7943446636199951,0.9267027378082275,experiments/gru/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_6h
gru,B,6,0.0,0.9905369605427558,0.474611552428256,0.004091113918373032,0.4183889772125066,0.27951849884935387,0.8314902580305424,2.400652927751678,1.8303368091583252,0.9247670769691467,experiments/gru/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_6h
gru,B,6,0.0,0.9908171101536632,0.39970227061928915,0.004530742053468965,0.31688839615668885,0.19215686274509805,0.9031068983675619,2.224882221319294,1.693473219871521,0.9353805780410767,experiments/gru/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_6h
gru,B,6,0.0,0.9916898369187028,0.3930616088083419,0.005057939990360892,0.3678006062647356,0.23373287671232876,0.8625592417061612,2.608517351656926,1.9588228464126587,0.9111747145652771,experiments/gru/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_6h
lightgbm,B,6,0.0,0.9937186076178773,0.5530524024877622,0.0038030675846202236,0.5375031782354437,0.5196656833824975,0.5566087414428647,1.9888845367229464,1.541813014246175,0.9483621236918731,experiments/lightgbm/feature_engineering/B/full_training/horizon_6h
lstm,B,6,0.0,0.9528952652990709,0.32519084093559136,0.0049923885901677935,0.40405117270788915,0.3049074818986323,0.5987361769352291,3.136265856207504,2.4765255451202393,0.8715970516204834,experiments/lstm/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_6h
lstm,B,6,0.0,0.9512735664558651,0.3230797049095285,0.004662356289032024,0.4019720624486442,0.2921643573817487,0.6440231700895208,3.0397789902407837,2.3525278568267822,0.8793761730194092,experiments/lstm/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_6h
lstm,B,6,0.0,0.9487126116889107,0.3776504335995797,0.004318239644965618,0.44859420898027697,0.3728636205092431,0.5629278567667193,2.9797048727248208,2.3036768436431885,0.8840967416763306,experiments/lstm/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_6h
lstm,B,6,0.0,0.9668056257819384,0.3372393438538936,0.0054002085684314895,0.41610054347826086,0.30709450990223114,0.6450763559768299,2.9491458302760925,2.3397467136383057,0.8864618539810181,experiments/lstm/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_6h
random_forest,B,6,0.0,0.9653720007702207,0.2269654971055617,0.004511564780646099,0.07090464547677261,0.5918367346938775,0.0377113133940182,4.5981986517335285,3.679616347954167,0.7242543505527135,experiments/random_forest/feature_engineering/B/full_training/horizon_6h
tcn,B,6,0.0,0.9812899285749698,0.49309708408993874,0.003905381104126742,0.36833119931711483,0.23096480663722735,0.908899420747762,2.253947715443967,1.7610117197036743,0.9336811900138855,experiments/tcn/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_6h
tcn,B,6,0.0,0.9748804390662363,0.4043268269422154,0.004531205275330315,0.29122386013027085,0.17391749411403418,0.894681411269089,2.6213644374012315,1.9660221338272095,0.9102976322174072,experiments/tcn/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_6h
tcn,B,6,0.0,0.5,0.005347970080656063,0.005347970080656063,0.0,0.0,0.0,2.4577938285259076,1.901262879371643,0.9211430549621582,experiments/tcn/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_6h
tcn,B,6,0.0,0.9813244198469573,0.5087884335099299,0.0038666606160945374,0.29439601494396017,0.17474866942637493,0.933649289099526,3.0707150260947977,2.3790645599365234,0.8769084215164185,experiments/tcn/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_6h
xgboost,B,6,0.0,0.9679019464978991,0.18495553165143594,0.00500387363471862,0.17834394904458598,0.296969696969697,0.12743823146944083,4.48017755973989,3.5682756900787354,0.7382277250289917,experiments/xgboost/feature_engineering/B/full_training/horizon_6h
catboost,B,12,0.0,0.9546478062816428,0.14760339043991805,0.004818416719885302,0.0706713780918728,0.375,0.03901170351105332,5.083309035952053,4.1488784269148455,0.662968018561866,experiments/catboost/feature_engineering/B/full_training/horizon_12h
gru,B,12,0.0,0.9817826638842004,0.2805097310842667,0.006083233067258462,0.2653444116858751,0.15978050355067785,0.7819905213270142,3.092683704689734,2.3256473541259766,0.8751388788223267,experiments/gru/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_12h
gru,B,12,0.0,0.9809628501622664,0.2697567663784302,0.006074585244036276,0.22575997694856648,0.13076858883418177,0.8251711427066877,3.566702388572658,2.689558267593384,0.833930492401123,experiments/gru/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_12h
gru,B,12,0.0,0.9818263787639294,0.30820117671020253,0.005987954904663493,0.28851274248763786,0.17604734826505744,0.79884149552396,3.1247769085407384,2.370044231414795,0.8725340366363525,experiments/gru/feature_engineering/B/B/full_training/horizon_3h/full_training/horizon_12h
gru,B,12,0.0,0.9778793829463827,0.21098694846019098,0.0068618573797090635,0.2399254600512462,0.1407103825136612,0.8135860979462876,3.1423933070847663,2.312286615371704,0.8710927963256836,experiments/gru/feature_engineering/B/B/full_training/horizon_6h/full_training/horizon_12h
lightgbm,B,12,0.0,0.9893755747553914,0.42799590057872955,0.00440868991191613,0.45535714285714285,0.4541644840230487,0.4565560821484992,2.382796470552017,1.8433250077275394,0.9258809195873959,experiments/lightgbm/feature_engineering/B/full_training/horizon_12h
lightgbm,B,12,0.0,0.9895849785495453,0.4336780133583974,0.004366076361198146,0.4431787360998101,0.4569351230425056,0.43022643496577145,2.402619769861656,1.8604731053489887,0.9246425457061171,experiments/lightgbm/feature_engineering/B/full_training_threshold_80/full_training/horizon_12h
lightgbm,B,12,0.0,0.9893018863650886,0.4219733047403921,0.0045855078811231015,0.4299813283542278,0.43567567567567567,0.42443391258557134,2.389641549213821,1.8485571769870457,0.9254544629616547,experiments/lightgbm/feature_engineering/B/full_training_threshold_85/full_training/horizon_12h
lightgbm,B,12,0.0,0.9894250383166285,0.4392296775903745,0.004476180893971276,0.45318158303155714,0.44534824605998985,0.46129541864139023,2.3701362103722654,1.8355292339371412,0.9266664453268222,experiments/lightgbm/feature_engineering/B/full_training_threshold_90/full_training/horizon_12h
lightgbm,B,12,0.0,0.9894999374265225,0.42940151845569774,0.004478371195591639,0.44572025052192066,0.44180031039834455,0.44971037388099,2.3953830176569224,1.8541528177650508,0.9250958192007128,experiments/lightgbm/feature_engineering/B/full_training_threshold_95/full_training/horizon_12h
lstm,B,12,0.0,0.9073973277692,0.2673006028936141,0.0045333982510798,0.3969562460367787,0.3315677966101695,0.49447077409162715,3.705957544634293,2.898411750793457,0.8207095861434937,experiments/lstm/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_12h
lstm,B,12,0.0,0.8955150222739529,0.22859768485884144,0.00484575548225456,0.34937825912555154,0.28215095562034337,0.45866245392311744,3.6853367554041006,2.8361260890960693,0.8226993083953857,experiments/lstm/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_12h
random_forest,B,12,0.0,0.953498173527957,0.13551255244285162,0.004816200672531065,0.0,0.0,0.0,5.162167744004256,4.2134789794916605,0.6524299767226787,experiments/random_forest/feature_engineering/B/full_training/horizon_12h
tcn,B,12,0.0,0.9707712631357132,0.27922783720527905,0.005762457908792998,0.19686310690808442,0.11053551771028945,0.8988941548183255,3.393582789901626,2.600973129272461,0.8496605157852173,experiments/tcn/feature_engineering/B/B/full_training/horizon_12h/full_training/horizon_12h
tcn,B,12,0.0,0.9692016091709876,0.2977870502770285,0.005237648761385475,0.24589318600368323,0.14294278862624185,0.8788836229594523,3.318961696733598,2.5338430404663086,0.8561994433403015,experiments/tcn/feature_engineering/B/B/full_training/horizon_24h/full_training/horizon_12h
